INDEX,Drug_Name,URL
7070,Savella (Milnacipran HCl Tablets),https://www.rxlist.com/savella-drug.htm
7071,Saxagliptin and Metformin HCl Extended-Release (Kombiglyze XR),https://www.rxlist.com/kombiglyze-xr-drug.htm
7072,Saxagliptin Tablets (Onglyza),https://www.rxlist.com/onglyza-drug.htm
7073,Saxenda (Liraglutide [rDNA Origin]) Injection),https://www.rxlist.com/saxenda-drug.htm
7074,Scandonest (Mepivacaine Hydrochloride Injection),https://www.rxlist.com/scandonest-drug.htm
7075,Scemblix (Asciminib Tablets),https://www.rxlist.com/scemblix-drug.htm
7076,Scenesse (Afamelanotide Implant),https://www.rxlist.com/scenesse-drug.htm
7077,Scopolamine (Isopto Hyoscine),https://www.rxlist.com/isopto-hyoscine-drug.htm
7078,Scopolamine (Transderm Scop),https://www.rxlist.com/transderm-scop-drug.htm
7079,Sculptra (Lactic Acid Injectable Implant Containing Microparticles ),https://www.rxlist.com/sculptra-drug.htm
7080,"Seasonale (Levonorgestrel, Ethinyl Estradiol)",https://www.rxlist.com/seasonale-drug.htm
7081,"Seasonique (Levonorgestrel, Ethinyl Estradiol)",https://www.rxlist.com/seasonique-drug.htm
7082,Secnidazole Oral Granules (Solosec),https://www.rxlist.com/solosec-drug.htm
7083,Secobarbital Sodium Capsules (Seconal Sodium),https://www.rxlist.com/seconal-sodium-drug.htm
7084,Seconal Sodium (Secobarbital Sodium Capsules),https://www.rxlist.com/seconal-sodium-drug.htm
7085,SecreFlo (Secretin),https://www.rxlist.com/secreflo-drug.htm
7086,Secretin (SecreFlo),https://www.rxlist.com/secreflo-drug.htm
7087,Sectral (Acebutolol),https://www.rxlist.com/sectral-drug.htm
7088,Secuado (Asenapine Transdermal System),https://www.rxlist.com/secuado-drug.htm
7089,Secukinumab Injection (Cosentyx),https://www.rxlist.com/cosentyx-drug.htm
7090,"Seebri Neohaler (Glycopyrrolate Inhalation Powder, for Oral Inhalation Use)",https://www.rxlist.com/seebri-neohaler-drug.htm
7091,Segesterone Acetate and Ethinyl Estradiol Vaginal System (Annovera),https://www.rxlist.com/annovera-drug.htm
7092,Seglentis (Celecoxib and Tramadol Tablets),https://www.rxlist.com/seglentis-drug.htm
7093,Segluromet (Ertugliflozin and Metformin Hydrochloride Tablets),https://www.rxlist.com/segluromet-drug.htm
7094,Seizalam (Midazolam for Injection),https://www.rxlist.com/seizalam-drug.htm
7095,Seladelpar Capsules (Livdelzi),https://www.rxlist.com/livdelzi-drug.htm
7096,Selarsdi (Ustekinumab-aekn Injection),https://www.rxlist.com/selarsdi-drug.htm
7097,Selegiline Hcl (Eldepryl),https://www.rxlist.com/eldepryl-drug.htm
7098,Selegiline Hydrochloride (Zelapar),https://www.rxlist.com/zelapar-drug.htm
7099,Selegiline Transdermal System (Emsam),https://www.rxlist.com/emsam-drug.htm
7100,Selenium Sulfide 2.25% (Selseb),https://www.rxlist.com/selseb-drug.htm
7101,Selenium Sulfide Topical (Selsun),https://www.rxlist.com/selsun-drug.htm
7102,Selinexor Tablets (Xpovio),https://www.rxlist.com/xpovio-drug.htm
7103,Selpercatinib Capsules (Retevmo),https://www.rxlist.com/retevmo-drug.htm
7104,Selseb (Selenium Sulfide 2.25%),https://www.rxlist.com/selseb-drug.htm
7105,Selsun (Selenium Sulfide Topical),https://www.rxlist.com/selsun-drug.htm
7106,Selumetinib Capsules (Koselugo),https://www.rxlist.com/koselugo-drug.htm
7107,Selzentry (Maraviroc),https://www.rxlist.com/selzentry-drug.htm
7108,Semaglutide Injection (Ozempic),https://www.rxlist.com/ozempic-drug.htm
7109,Semaglutide Injection (Wegovy),https://www.rxlist.com/wegovy-drug.htm
7110,Semaglutide Tablets (Rybelsus),https://www.rxlist.com/rybelsus-drug.htm
7111,Semglee (Insulin Glargine Injection),https://www.rxlist.com/semglee-drug.htm
7112,Semprex D (Acrivastine and Pseudoephedrine),https://www.rxlist.com/semprex-d-drug.htm
7113,Sensipar (Cinacalcet),https://www.rxlist.com/sensipar-drug.htm
7114,Sensorcaine (Bupivacaine HCI Injections),https://www.rxlist.com/sensorcaine-drug.htm
7115,Seprafilm (Sodium Hyaluronate/Carboxymethylcellulose Adhesion Barrier),https://www.rxlist.com/seprafilm-drug.htm
7116,Septocaine (Articane HCl and Epinephrine Injection),https://www.rxlist.com/septocaine-drug.htm
7117,Septra (Trimethoprim and Sulfamethoxazole),https://www.rxlist.com/septra-drug.htm
7118,Serax (Oxazepam Tablets),https://www.rxlist.com/serax-drug.htm
7119,Serdexmethylphenidate and Dexmethylphenidate Capsules (Azstarys),https://www.rxlist.com/azstarys-drug.htm
7120,Serevent Diskus (Salmeterol Xinafoate),https://www.rxlist.com/serevent-diskus-drug.htm
7121,Sermorelin (Sermorelin Acetate),https://www.rxlist.com/sermorelin-acetate-drug.htm
7122,Sermorelin Acetate (Sermorelin),https://www.rxlist.com/sermorelin-acetate-drug.htm
7123,"Sernivo (Betamethasone Dipropionate Spray, 0.05%)",https://www.rxlist.com/sernivo-drug.htm
7124,Seromycin (Cycloserine Capsules ),https://www.rxlist.com/seromycin-drug.htm
7125,Seroquel (Quetiapine Fumarate),https://www.rxlist.com/seroquel-drug.htm
7126,Seroquel XR (Quetiapine Fumarate Extended-Release Tablets),https://www.rxlist.com/seroquel-xr-drug.htm
7127,Serostim (Somatropin (rDNA origin)),https://www.rxlist.com/serostim-drug.htm
7128,Sertaconazole Nitrate (Ertaczo),https://www.rxlist.com/ertaczo-drug.htm
7129,Sertraline Hcl (Zoloft),https://www.rxlist.com/zoloft-drug.htm
7130,Serzone (Nefazodone),https://www.rxlist.com/serzone-drug.htm
7131,Sesquient (Fosphenytoin Sodium Injection),https://www.rxlist.com/sesquient-drug.htm
7132,"Setmelanotide Injection, for Subcutaneous Use  (Imcivree)",https://www.rxlist.com/imcivree-drug.htm
7133,Sevelamer Carbonate (Renvela),https://www.rxlist.com/renvela-drug.htm
7134,Sevelamer Hcl (Renagel),https://www.rxlist.com/renagel-drug.htm
7135,Sevenfact (Coagulation factor VIIa (recombinant)-jncw for Injection),https://www.rxlist.com/sevenfact-drug.htm
7136,Sevoflurane (Ultane),https://www.rxlist.com/ultane-drug.htm
7137,Sevoflurane  Injection (Sojourn),https://www.rxlist.com/sojourn-drug.htm
7138,Seysara (Sarecycline Tablets),https://www.rxlist.com/seysara-drug.htm
7139,Sezaby (Phenobarbital Sodium for Injection),https://www.rxlist.com/sezaby-drug.htm
7140,Sharobel (Norethindrone Tablets),https://www.rxlist.com/sharobel-drug.htm
7141,"Shingrix (Zoster Vaccine Recombinant, Adjuvanted Suspension for Intramuscular Injection)",https://www.rxlist.com/shingrix-drug.htm
7142,Short Ragweed Pollen Allergen Extract Tablets (Ragwitek),https://www.rxlist.com/ragwitek-drug.htm
7143,Sibutramine Hydrochloride Monohydrate (Meridia),https://www.rxlist.com/meridia-drug.htm
7144,Signifor (Pasireotide Diaspartate for Injection),https://www.rxlist.com/signifor-drug.htm
7145,"Signifor-LAR (Pasireotide for Injectable Suspension, for Intramuscular Use)",https://www.rxlist.com/signifor-lar-drug.htm
7146,"Siklos (Hydroxyurea Tablets, for Oral Use)",https://www.rxlist.com/siklos-drug.htm
7147,Sildenafil Citrate (Revatio),https://www.rxlist.com/revatio-drug.htm
7148,Sildenafil Citrate (Viagra),https://www.rxlist.com/viagra-drug.htm
7149,Sildenafil Oral Suspension (Liqrev),https://www.rxlist.com/liqrev-drug.htm
7150,Silenor (Doxepin Tablets),https://www.rxlist.com/silenor-drug.htm
7151,Siliq (Brodalumab Injection for Subcutaneous Use),https://www.rxlist.com/siliq-drug.htm
7152,Silodosin Capsules (Rapaflo Capsules),https://www.rxlist.com/rapaflo-capsules-drug.htm
7153,"Siltuximab Injection, for Intravenous Infusion (Sylvant)",https://www.rxlist.com/sylvant-drug.htm
7154,Silvadene (Silver Sulfadiazine),https://www.rxlist.com/silvadene-drug.htm
7155,Silver Sulfadiazine (Silvadene),https://www.rxlist.com/silvadene-drug.htm
7156,Simbrinza (Brinzolamide/Brimonidine Tartrate Ophthalmic Suspension),https://www.rxlist.com/simbrinza-drug.htm
7157,Simcor (Simvastatin Niacin Extended Release),https://www.rxlist.com/simcor-drug.htm
7158,Simeprevir Hard Gelatin Capsules (Olysio),https://www.rxlist.com/olysio-drug.htm
7159,"Simlandi (Adalimumab-ryvk Injection, for Subcutaneous Use)",https://www.rxlist.com/simlandi-drug.htm
7160,"Simliya (Desogestrel and Ethinyl Estradiol Tablets, and Ethinyl Estradiol Tablets)",https://www.rxlist.com/simliya-drug.htm
7161,Simpesse (Levonorgestrel and Ethinyl Estradiol Tablets),https://www.rxlist.com/simpesse-drug.htm
7162,Simponi Aria (Golimumab for Infusion),https://www.rxlist.com/simponi-aria-drug.htm
7163,Simponi Injection (Golimumab Injection),https://www.rxlist.com/simponi-drug.htm
7164,Simulect (Basiliximab),https://www.rxlist.com/simulect-drug.htm
7165,Simvastatin (Zocor),https://www.rxlist.com/zocor-drug.htm
7166,Simvastatin (Simvastatin),https://www.rxlist.com/simvastatin-drug.htm
7167,Simvastatin Niacin Extended Release (Simcor),https://www.rxlist.com/simcor-drug.htm
7168,Simvastatin Oral Suspension (FloLipid),https://www.rxlist.com/flolipid-drug.htm
7169,Sincalide (Kinevac),https://www.rxlist.com/kinevac-drug.htm
7170,Sinecatechins Ointment (Veregen),https://www.rxlist.com/veregen-drug.htm
7171,Sinemet (Carbidopa-Levodopa),https://www.rxlist.com/sinemet-drug.htm
7172,Sinemet CR (Carbidopa-Levodopa Sustained Release),https://www.rxlist.com/sinemet-cr-drug.htm
7173,Sinequan (Doxepin),https://www.rxlist.com/sinequan-drug.htm
7174,Singulair (Montelukast Sodium),https://www.rxlist.com/singulair-drug.htm
7175,Sinografin (Diatrizoate Meglumine and Iodipamide Meglumine Injection),https://www.rxlist.com/sinografin-drug.htm
7176,Sinuva (Mometasone Furoate),https://www.rxlist.com/sinuva-drug.htm
7177,Siponimod Tablets (Mayzent),https://www.rxlist.com/mayzent-drug.htm
7178,Sipuleucel-T Suspension for Intravenous Infusion (Provenge),https://www.rxlist.com/provenge-drug.htm
7179,Sirolimus (Rapamune),https://www.rxlist.com/rapamune-drug.htm
7180,Sirolimus (Hyftor),https://www.rxlist.com/hyftor-drug.htm
7181,Sirolimus Protein-bound Particles for Injectable Suspension (Fyarro),https://www.rxlist.com/fyarro-drug.htm
7182,Sirturo (Bedaquiline Tablets),https://www.rxlist.com/sirturo-drug.htm
7183,Sitagliptin and Metformin HCl (Janumet XR),https://www.rxlist.com/janumet-xr-drug.htm
7184,Sitagliptin and Metformin Hydrochloride Extended-release Tablets (Zituvimet XR),https://www.rxlist.com/zituvimet-xr-drug.htm
7185,Sitagliptin and Metformin Hydrochloride Tablets (Zituvimet),https://www.rxlist.com/zituvimet-drug.htm
7186,Sitagliptin and Simvastatin (Juvisync),https://www.rxlist.com/juvisync-drug.htm
7187,Sitagliptin Metformin HCL (Janumet),https://www.rxlist.com/janumet-drug.htm
7188,Sitagliptin Phosphate (Januvia),https://www.rxlist.com/januvia-drug.htm
7189,Sitagliptin Tablets (Zituvio),https://www.rxlist.com/zituvio-drug.htm
7190,Sitavig (Acyclovir Buccal Tablets),https://www.rxlist.com/sitavig-drug.htm
7191,Sivextro (Tedizolid Phosphate Tablets),https://www.rxlist.com/sivextro-drug.htm
7192,Skelaxin (Metaxalone),https://www.rxlist.com/skelaxin-drug.htm
7193,Skelid (Tiludronate),https://www.rxlist.com/skelid-drug.htm
7194,"Skin Exposure Paste (Perfluoroalkylpolyether (PFPE), Polytetrafluoroethylene (PTFE))",https://www.rxlist.com/skin-exposure-paste-drug.htm
7195,Sklice (Ivermectin),https://www.rxlist.com/sklice-drug.htm
7196,"Skyclarys (Omaveloxolone Capsules, for Oral Use)",https://www.rxlist.com/skyclarys-drug.htm
7197,Skyla (Levonorgestrel-Releasing Intrauterine System),https://www.rxlist.com/skyla-drug.htm
7198,Skyrizi (Risankizumab-rzaa Injection),https://www.rxlist.com/skyrizi-drug.htm
7199,Skysona (Elivaldogene Autotemcel Suspension for Intravenous Infusion),https://www.rxlist.com/skysona-drug.htm
7200,Skytrofa (Lonapegsomatropin-tcgd for Injection),https://www.rxlist.com/skytrofa-drug.htm
7201,"Slo-phyllin (Theophylline, Anhydrous)",https://www.rxlist.com/slo-phyllin-drug.htm
7202,Slow-K (Potassium Chloride),https://www.rxlist.com/slow-k-drug.htm
7203,Slynd (Drospirenone Tablets),https://www.rxlist.com/slynd-drug.htm
7204,"Smallpox (Vaccinia) Vaccine, Live (ACAM2000)",https://www.rxlist.com/acam2000-drug.htm
7205,"Smallpox and Monkeypox Live, Nonreplicating Injection  (Jynneos)",https://www.rxlist.com/jynneos-drug.htm
7206,Smoflipid (Smoflipid),https://www.rxlist.com/smoflipid-drug.htm
7207,Soaanz (Torsemide tablets),https://www.rxlist.com/soaanz-drug.htm
7208,Sodium Acetate (Sodium Acetate Injection),https://www.rxlist.com/sodium-acetate-drug.htm
7209,Sodium Acetate Injection (Sodium Acetate),https://www.rxlist.com/sodium-acetate-drug.htm
7210,Sodium Bicarbonate (Sodium Bicarbonate 5% Injection),https://www.rxlist.com/sodium-bicarbonate-drug.htm
7211,Sodium Bicarbonate 5% Injection (Sodium Bicarbonate),https://www.rxlist.com/sodium-bicarbonate-drug.htm
7212,Sodium Chloride (Dextrose 5% in 0.9% Sodium Chloride),https://www.rxlist.com/dextrose-5-in-9-sodium-chloride-drug.htm
7213,Sodium Chloride Injection (Normal Saline),https://www.rxlist.com/normal-saline-drug.htm
7214,Sodium Chloride Injection (Nacellate),https://www.rxlist.com/nacellate-drug.htm
7215,Sodium Chloride-Sodium Bicarbonate and Potassium Chloride (HalfLytely and Bisacodyl Tablets),https://www.rxlist.com/halflytely-drug.htm
7216,Sodium ferric gluconate (Ferrlecit),https://www.rxlist.com/ferrlecit-drug.htm
7217,Sodium Ferric Gluconate Complex Injection (Nulecit),https://www.rxlist.com/nulecit-drug.htm
7218,Sodium Fluoride (EtheDent),https://www.rxlist.com/ethedent-drug.htm
7219,Sodium Hyaluronate (Healon),https://www.rxlist.com/healon-drug.htm
7220,Sodium Hyaluronate (Provisc),https://www.rxlist.com/provisc-drug.htm
7221,"Sodium Hyaluronate Intra-articular Injection, 1% (Euflexxa)",https://www.rxlist.com/euflexxa-drug.htm
7222,Sodium Hyaluronate Solution (Supartz FX),https://www.rxlist.com/supartz-fx-drug.htm
7223,Sodium Hyaluronate/Carboxymethylcellulose Adhesion Barrier (Seprafilm),https://www.rxlist.com/seprafilm-drug.htm
7224,Sodium Iodide I 131 (Sodium Iodide I 131 Capsules),https://www.rxlist.com/sodium-iodide-i-131-drug.htm
7225,Sodium Iodide I 131 (Hicon),https://www.rxlist.com/hicon-drug.htm
7226,Sodium Iodide I 131 Capsules (Sodium Iodide I 131),https://www.rxlist.com/sodium-iodide-i-131-drug.htm
7227,Sodium Iothalamate i-125 Injection Solution (Glofil-125),https://www.rxlist.com/glofil-125-drug.htm
7228,Sodium Lactate (Sodium Lactate Injection in AVIVA),https://www.rxlist.com/sodium-lactate-drug.htm
7229,Sodium Lactate Injection in AVIVA (Sodium Lactate),https://www.rxlist.com/sodium-lactate-drug.htm
7230,Sodium Nitrite Injection for Intravenous Infusion (Nithiodote),https://www.rxlist.com/nithiodote-drug.htm
7231,Sodium Nitroprusside (Nitropress) Injection (Sodium Nitroprusside for Injection),https://www.rxlist.com/sodium-nitropress-nitroprusside-drug.htm
7232,Sodium Nitroprusside for Injection (Sodium Nitroprusside (Nitropress) Injection),https://www.rxlist.com/sodium-nitropress-nitroprusside-drug.htm
7233,Sodium Nitroprusside Injection (Nipride RTU),https://www.rxlist.com/nipride-rtu-drug.htm
7234,Sodium Oxybate (Xyrem),https://www.rxlist.com/xyrem-drug.htm
7235,Sodium Oxybate for Extended-release Oral Suspension (Lumryz),https://www.rxlist.com/lumryz-drug.htm
7236,Sodium Phenylacetate and Sodium Benzoate Injection (Ammonul),https://www.rxlist.com/ammonul-drug.htm
7237,Sodium Phenylbutyrate and Taurursodiol for Oral Suspension (Relyvrio),https://www.rxlist.com/relyvrio-drug.htm
7238,Sodium Phenylbutyrate Oral Pellets (Pheburane),https://www.rxlist.com/pheburane-drug.htm
7239,Sodium Phenylbutyrate Oral Suspension (Olpruva),https://www.rxlist.com/olpruva-drug.htm
7240,Sodium Phenylbutyrate Tablets (Buphenyl),https://www.rxlist.com/buphenyl-drug.htm
7241,Sodium Phosphate Monobasic Monohydrate and Sodium Phosphate Dibasic Anhydrous (OsmoPrep),https://www.rxlist.com/osmoprep-drug.htm
7242,"Sodium Phosphate Monobasic Monohydrate, Sodium Phosphate Dibasic Anhydrous (Visicol)",https://www.rxlist.com/visicol-drug.htm
7243,Sodium Picosulfate Oral Solution (Clenpiq),https://www.rxlist.com/clenpiq-drug.htm
7244,"Sodium Picosulfate, Magnesium Oxide, and Anhydrous Citric Acid) for Oral Solution (Prepopik)",https://www.rxlist.com/prepopik-drug.htm
7245,Sodium Polystyrene (Kayexalate),https://www.rxlist.com/kayexalate-drug.htm
7246,Sodium Polystyrene Sulfonate (Kionex),https://www.rxlist.com/kionex-drug.htm
7247,Sodium Sulfacetamide 10% and Sulfur 4% (Rosula),https://www.rxlist.com/rosula-drug.htm
7248,Sodium Sulfacetamide and Sulfur (Sumaxin Wash and Topical Solution),https://www.rxlist.com/sumaxin-wash-and-topical-solution-drug.htm
7249,Sodium Sulfacetamide and Sulfur Cleanser (Rosanil),https://www.rxlist.com/rosanil-drug.htm
7250,Sodium Sulfacetamide and Sulfur Lotion (Sulfacetamide and Sulfur Lotion),https://www.rxlist.com/sodium-sulfacetamide-and-sulfur-lotion-drug.htm
7251,Sodium Sulfacetamide Cleansing Pads (Sumaxin),https://www.rxlist.com/sumaxin-cleansing-pads-drug.htm
7252,Sodium Sulfacetamide Lotion (Klaron),https://www.rxlist.com/klaron-drug.htm
7253,Sodium Sulfacetamide Wash (Sumadan),https://www.rxlist.com/sumadan-drug.htm
7254,"Sodium Sulfate, Magnesium Sulfate, and Potassium Chloride Tablets (Sutab)",https://www.rxlist.com/sutab-drug.htm
7255,"sodium sulfate, potassium sulfate, and magnesium sulfate (Suprep Bowel Prep Kit)",https://www.rxlist.com/suprep-drug.htm
7256,Sodium Tetradecyl (Sotradecol),https://www.rxlist.com/sotradecol-drug.htm
7257,Sodium Thiosulfate Injection (PedMark),https://www.rxlist.com/pedmark-drug.htm
7258,Sodium Zirconium Cyclosilicate (Lokelma),https://www.rxlist.com/lokelma-drug.htm
7259,"Sodium, Potassium, Magnesium and PEG-3350 (Suclear)",https://www.rxlist.com/suclear-drug.htm
7260,Sofdra (Sofpironium Topical),https://www.rxlist.com/sofdra-drug.htm
7261,Sofosbuvir (Vosevi),https://www.rxlist.com/vosevi-drug.htm
7262,Sofosbuvir and Velpatasvir Fixed-dose Combination Tablets (Epclusa),https://www.rxlist.com/epclusa-drug.htm
7263,Sofosbuvir Tablets (Sovaldi),https://www.rxlist.com/sovaldi-drug.htm
7264,Sofpironium Topical (Sofdra),https://www.rxlist.com/sofdra-drug.htm
7265,Sogroya (Somapacitan-beco Injection),https://www.rxlist.com/sogroya-drug.htm
7266,Sohonos (Palovarotene),https://www.rxlist.com/sohonos-drug.htm
7267,Sojourn (Sevoflurane  Injection),https://www.rxlist.com/sojourn-drug.htm
7268,Solage (Mequinol and Tretinoin),https://www.rxlist.com/solage-drug.htm
7269,Solaraze (Diclofenac Sodium),https://www.rxlist.com/solaraze-drug.htm
7270,Solesta (Solesta Injectable Gel),https://www.rxlist.com/solesta-drug.htm
7271,Solesta Injectable Gel (Solesta),https://www.rxlist.com/solesta-drug.htm
7272,Solifenacin Succinate (VESIcare),https://www.rxlist.com/vesicare-drug.htm
7273,Solifenacin Succinate Oral Solution (VESIcare LS),https://www.rxlist.com/vesicare-ls-drug.htm
7274,Soliqua Injection (Insulin Glargine and Lixisenatide),https://www.rxlist.com/soliqua-drug.htm
7275,Soliris (Eculizumab),https://www.rxlist.com/soliris-drug.htm
7276,Solodyn (Minocycline Hydrochloride),https://www.rxlist.com/solodyn-drug.htm
7277,Solosec (Secnidazole Oral Granules),https://www.rxlist.com/solosec-drug.htm
7278,Solriamfetol Tablets (Sunosi),https://www.rxlist.com/sunosi-drug.htm
7279,Soltamox (Tamoxifen Citrate),https://www.rxlist.com/soltamox-drug.htm
7280,Solu Cortef (Hydrocortisone Sodium Succinate),https://www.rxlist.com/solu-cortef-drug.htm
7281,Solu Medrol (Methylprednisolone sodium succinate),https://www.rxlist.com/solu-medrol-drug.htm
7282,SoluPrep (Film-Forming Sterile Surgical Solution),https://www.rxlist.com/soluprep-drug.htm
7283,Soma (Carisoprodol),https://www.rxlist.com/soma-drug.htm
7284,Soma Compound (Carisoprodol and Aspirin),https://www.rxlist.com/soma-compound-drug.htm
7285,"Soma Compound with Codeine (Carisoprodol, Aspirin, and Codeine)",https://www.rxlist.com/soma-compound-with-codeine-drug.htm
7286,Somapacitan-beco Injection (Sogroya),https://www.rxlist.com/sogroya-drug.htm
7287,Somatrogon-ghla Injection (Ngenla),https://www.rxlist.com/ngenla-drug.htm
7288,Somatropin (rDNA origin) (Nutropin AQ),https://www.rxlist.com/nutropin-aq-drug.htm
7289,Somatropin (rDNA origin) (Serostim),https://www.rxlist.com/serostim-drug.htm
7290,Somatropin (rDNA origin) for Inj (Nutropin),https://www.rxlist.com/nutropin-drug.htm
7291,Somatropin (rDNA origin) for Inj (Nutropin Depot),https://www.rxlist.com/nutropin-depot-drug.htm
7292,Somatropin (rDNA origin) for Injection (Zomacton),https://www.rxlist.com/zomacton-drug.htm
7293,Somatropin [ rDNA origin] Injection (Omnitrope),https://www.rxlist.com/omnitrope-drug.htm
7294,Somatropin [rDNA origin] (Genotropin),https://www.rxlist.com/genotropin-drug.htm
7295,Somatropin Injection (Valtropin),https://www.rxlist.com/valtropin-drug.htm
7296,Somatropin Injection (Saizen),https://www.rxlist.com/saizen-drug.htm
7297,Somatropin Injection (Norditropin),https://www.rxlist.com/norditropin-drug.htm
7298,Somatropin Injection (Accretropin),https://www.rxlist.com/accretropin-drug.htm
7299,Somatropin rDNA Origin (Humatrope),https://www.rxlist.com/humatrope-drug.htm
7300,Somatropin rDNA Origin for Injection (Zorbtive),https://www.rxlist.com/zorbtive-drug.htm
7301,"Somatropin, rDNA Origin, for Injection (Tev-Tropin)",https://www.rxlist.com/tev-tropin-drug.htm
7302,Somatuline Depot (lanreotide),https://www.rxlist.com/somatuline-depot-drug.htm
7303,Somavert (Pegvisomant),https://www.rxlist.com/somavert-drug.htm
7304,Sonata (Zaleplon),https://www.rxlist.com/sonata-drug.htm
7305,Sonidegib Capsules (Odomzo),https://www.rxlist.com/odomzo-drug.htm
7306,"Soolantra (Ivermectin Cream, 1%)",https://www.rxlist.com/soolantra-drug.htm
7307,Sorafenib (Nexavar),https://www.rxlist.com/nexavar-drug.htm
7308,Soriatane (Acitretin),https://www.rxlist.com/soriatane-drug.htm
7309,Sorilux (Calcipotriene Foam),https://www.rxlist.com/sorilux-drug.htm
7310,"Sorine (Sotalol Hydrochloride Tablets, USP)",https://www.rxlist.com/sorine-drug.htm
7311,Sotagliflozin Tablets (Inpefa),https://www.rxlist.com/inpefa-drug.htm
7312,Sotalol (Betapace),https://www.rxlist.com/betapace-drug.htm
7313,Sotalol Hcl (Betapace AF),https://www.rxlist.com/betapace-af-drug.htm
7314,Sotalol Hydrochloride Oral Solution (Sotylize),https://www.rxlist.com/sotylize-drug.htm
7315,"Sotalol Hydrochloride Tablets, USP (Sorine)",https://www.rxlist.com/sorine-drug.htm
7316,Sotatercept-csrk for Injection (Winrevair),https://www.rxlist.com/winrevair-drug.htm
7317,Sotorasib Tablets (Lumakras),https://www.rxlist.com/lumakras-drug.htm
7318,Sotradecol (Sodium Tetradecyl),https://www.rxlist.com/sotradecol-drug.htm
7319,Sotret (Isotretinoin Capsules),https://www.rxlist.com/sotret-drug.htm
7320,Sotrovimab Injection (Xevudy),https://www.rxlist.com/xevudy-drug.htm
7321,Sotyktu (Deucravacitinib Tablets),https://www.rxlist.com/sotyktu-drug.htm
7322,Sotylize (Sotalol Hydrochloride Oral Solution),https://www.rxlist.com/sotylize-drug.htm
7323,Sovaldi (Sofosbuvir Tablets),https://www.rxlist.com/sovaldi-drug.htm
7324,Sovuna (Hydroxychloroquine Sulfate Tablets),https://www.rxlist.com/sovuna-drug.htm
7325,Sparfloxacin (Zagam),https://www.rxlist.com/zagam-drug.htm
7326,Sparsentan Tablets (Filspari),https://www.rxlist.com/filspari-drug.htm
7327,Spectazole (Econazole Nitrate),https://www.rxlist.com/spectazole-drug.htm
7328,Spectinomycin (Trobicin),https://www.rxlist.com/trobicin-drug.htm
7329,Spectracef (Cefditoren Pivoxil),https://www.rxlist.com/spectracef-drug.htm
7330,SpeedGel (Homeopathic Topical Analgesic Gel),https://www.rxlist.com/speedgel-drug.htm
7331,Spesolimab-sbzo Injection (Spevigo),https://www.rxlist.com/spevigo-drug.htm
7332,Spevigo (Spesolimab-sbzo Injection),https://www.rxlist.com/spevigo-drug.htm
7333,"Spikevax (COVID-19 Vaccine, mRNA Suspension for Injection)",https://www.rxlist.com/spikevax-drug.htm
7334,Spinosad Topical Suspension (Natroba),https://www.rxlist.com/natroba-drug.htm
7335,Spinraza Solution (Nusinersen),https://www.rxlist.com/spinraza-drug.htm
7336,Spiriva (Tiotropium Bromide),https://www.rxlist.com/spiriva-drug.htm
7337,Spiriva Respimat (Tiotropium Bromide Inhalation Spray),https://www.rxlist.com/spiriva-respimat-drug.htm
7338,Spironolactone (Aldactone),https://www.rxlist.com/aldactone-drug.htm
7339,Spironolactone (Carospir),https://www.rxlist.com/carospir-drug.htm
7340,Spironolactone and Hydrochlorothiazide (Aldactazide),https://www.rxlist.com/aldactazide-drug.htm
7341,Sporanox (Itraconazole Capsules),https://www.rxlist.com/sporanox-drug.htm
7342,Sporanox Injection (Itraconazole Injection),https://www.rxlist.com/sporanox-injection-drug.htm
7343,Sporanox Oral Solution (Itraconazole Oral Solution),https://www.rxlist.com/sporanox-oral-solution-drug.htm
7344,Spravato (Esketamine Nasal Spray),https://www.rxlist.com/spravato-drug.htm
7345,Sprintec (Norgestimate and Ethinyl Estradiol Tablets),https://www.rxlist.com/sprintec-drug.htm
7346,Spritam (Levetiracetam Tablets),https://www.rxlist.com/spritam-drug.htm
7347,Sprix (Ketorolac Tromethamine Nasal Spray),https://www.rxlist.com/sprix-drug.htm
7348,Sprycel (Dasatinib),https://www.rxlist.com/sprycel-drug.htm
7349,Spy Agent Green (Indocyanine Green Injection),https://www.rxlist.com/spy-agent-green-drug.htm
7350,Stadol (Butorphanol Tartrate),https://www.rxlist.com/stadol-drug.htm
7351,"Stalevo (Carbidopa, Levodopa and Entacapone)",https://www.rxlist.com/stalevo-drug.htm
7352,Starlix Tablet (Nateglinide),https://www.rxlist.com/starlix-drug.htm
7353,"Statex (Morphine Sulfate Drops, Suppositories, Syrup, Tablets)",https://www.rxlist.com/statex-drug.htm
7354,Staticin (Erythromycin Topical Solution 1.5%),https://www.rxlist.com/staticin-drug.htm
7355,Stavudine (Zerit),https://www.rxlist.com/zerit-drug.htm
7356,Stavzor (Valproic Acid),https://www.rxlist.com/stavzor-drug.htm
7357,Staxyn (Vardenafil Hydrochloride Orally Disintegrating Tablets),https://www.rxlist.com/staxyn-drug.htm
7358,Steglatro (Ertugliflozin Tablets for Oral Use),https://www.rxlist.com/steglatro-drug.htm
7359,Steglujan (Ertugliflozin and Sitagliptin Tablets),https://www.rxlist.com/steglujan-drug.htm
7360,Stelara Injection (Ustekinumab),https://www.rxlist.com/stelara-drug.htm
